highway,lanes,lit,maxspeed,name,oneway,ref,smoothness,geometry
secondary,3,yes,50,Clayallee,yes,,,"LINESTRING (13.273777 52.4565959, 13.2739896 52.4572385, 13.2742962 52.4582511, 13.2743933 52.4585803, 13.2744026 52.4586111, 13.2744237 52.458677)"
secondary,3,yes,50,Clayallee,yes,,,"LINESTRING (13.2744237 52.458677, 13.2748301 52.4599462)"
secondary,2,yes,50,Clayallee,yes,,,"LINESTRING (13.2686292 52.4476497, 13.2684682 52.4473394, 13.267979 52.4464031, 13.2678223 52.4460796, 13.2677699 52.4459716)"
secondary,2,yes,50,Blankenburger Straße,,,good,"LINESTRING (13.413996 52.5829943, 13.4136446 52.5828923, 13.4132755 52.5827858, 13.4128609 52.5826644, 13.4127418 52.582628, 13.4125607 52.5825651, 13.4122112 52.5824585, 13.4121422 52.582439, 13.4119175 52.5823725, 13.4116328 52.5822874, 13.4114286 52.5822342)"
secondary,2,yes,50,Emmentaler Straße,,,good,"LINESTRING (13.3584879 52.5696274, 13.3592272 52.5698465, 13.3593754 52.5698904, 13.3595903 52.5699541, 13.3598664 52.5700359, 13.36032 52.5701641, 13.3605587 52.5702467, 13.3606751 52.5702861, 13.3608121 52.5703344)"
secondary,2,yes,50,Saatwinkler Damm,,,good,"LINESTRING (13.2490244 52.5473896, 13.2508393 52.5475395, 13.2525268 52.5476747, 13.2528142 52.5476977, 13.2529521 52.5477074, 13.2573168 52.5480365, 13.2582956 52.5481103, 13.2586333 52.5481358, 13.2588682 52.5481536)"
secondary,2,yes,50,Eichborndamm,no,,good,"LINESTRING (13.3229574 52.5863944, 13.3230112 52.5864593, 13.3231916 52.5866752)"
secondary,4,yes,50,Schöneberger Straße,,,good,"LINESTRING (13.3742079 52.4686032, 13.3741206 52.4686541)"
secondary,2,yes,50,Lichtenberger Straße,yes,,good,"LINESTRING (13.4242829 52.513489, 13.4244124 52.5135913, 13.4244663 52.5136319)"
secondary,2,yes,50,Mecklenburgische Straße,yes,,,"LINESTRING (13.3203399 52.4837807, 13.3201878 52.4837354)"
secondary,2,yes,50,Am Nordgraben,yes,,good,"LINESTRING (13.3279723 52.5873698, 13.3280373 52.5873677, 13.3293142 52.5873249, 13.3295011 52.5873186, 13.3296298 52.5873143, 13.3296917 52.5873123)"
secondary,2,yes,50,Goerzallee,,,,"LINESTRING (13.3022759 52.4249644, 13.3017461 52.4245096, 13.3017186 52.424486, 13.3009444 52.423817, 13.3008718 52.4237539)"
secondary,2,yes,30,Goerzallee,,,,"LINESTRING (13.303311 52.4258477, 13.3029794 52.425563, 13.3028215 52.4254274)"
secondary,,yes,50,Ostpreußendamm,,,,"LINESTRING (13.3037955 52.4159943, 13.3038348 52.4160338, 13.3039832 52.4162046, 13.3043066 52.4165768, 13.3045914 52.4169045, 13.3047217 52.4170748, 13.3049061 52.4173687)"
secondary,2,yes,50,Ostpreußendamm,,,,"LINESTRING (13.3134029 52.4231407, 13.3140961 52.4237367, 13.3142465 52.4238676, 13.3142845 52.423896, 13.3143981 52.4239918)"
secondary,2,yes,50,Blissestraße,yes,,good,"LINESTRING (13.3203671 52.4836432, 13.3203399 52.4837807)"
secondary,2,yes,50,Berliner Straße,yes,,good,"LINESTRING (13.322411 52.4865293, 13.3223342 52.4865294, 13.322224 52.4865295, 13.3221756 52.4865296)"
secondary,2,yes,50,Berliner Straße,yes,,good,"LINESTRING (13.3226092 52.4865291, 13.322411 52.4865293)"
secondary,3,yes,50,Beusselstraße,yes,,good,"LINESTRING (13.3262075 52.5378302, 13.326266 52.5376935)"
secondary,2,yes,50,Gorkistraße,yes,,good,"LINESTRING (13.3058642 52.5919704, 13.3059178 52.5919756, 13.3059695 52.5919807, 13.3061114 52.5919948)"
secondary,2,yes,50,Gorkistraße,yes,,good,"LINESTRING (13.3058005 52.5920421, 13.3054247 52.5920025, 13.3048457 52.5919052)"
secondary,2,yes,50,Triftstraße,yes,,good,"LINESTRING (13.316379 52.5869074, 13.3164554 52.587042, 13.3164971 52.5871203, 13.3166642 52.587398, 13.3169219 52.5878156, 13.3171026 52.5880703)"
secondary,2,yes,50,Triftstraße,yes,,,"LINESTRING (13.3207881 52.5925786, 13.320935 52.5928025, 13.3210973 52.5930566)"
secondary,2,yes,50,Kurt-Schumacher-Damm,yes,,good,"LINESTRING (13.3049736 52.552926, 13.3050922 52.5530531)"
secondary,3,yes,50,Rhinstraße,yes,,intermediate,"LINESTRING (13.5096179 52.5463514, 13.5095653 52.5464341)"
secondary,3,yes,50,Am Nordgraben,yes,,good,"LINESTRING (13.3338013 52.587315, 13.3343865 52.5873409, 13.3344612 52.5873454, 13.3345653 52.5873518, 13.3346125 52.5873547)"
secondary,5,yes,50,Lietzenburger Straße,,,good,"LINESTRING (13.3211644 52.4997983, 13.3207835 52.4997756)"
secondary,5,yes,50,Lietzenburger Straße,,,good,"LINESTRING (13.3215526 52.4998214, 13.3213581 52.4998098, 13.3212944 52.499806, 13.3211644 52.4997983)"
secondary,,yes,50,Alt-Wittenau,,,good,"LINESTRING (13.3342813 52.5896856, 13.3341333 52.5897036, 13.3339806 52.5897221, 13.3339159 52.58973, 13.3338728 52.5897376)"
secondary,,yes,50,Alt-Wittenau,,,good,"LINESTRING (13.3338728 52.5897376, 13.333445 52.5898126)"
secondary,2,yes,50,Oranienburger Straße,yes,,excellent,"LINESTRING (13.3344167 52.5890153, 13.3343439 52.589349, 13.3343336 52.5894089)"
secondary,2,yes,50,Oranienburger Straße,yes,,good,"LINESTRING (13.3333878 52.5931242, 13.3334009 52.5930609, 13.3334308 52.5929326)"
secondary,2,yes,50,Oranienburger Straße,yes,,good,"LINESTRING (13.3332859 52.5936154, 13.3333755 52.5931834)"
secondary,2,yes,50,Oranienburger Straße,yes,,excellent,"LINESTRING (13.3338968 52.5909172, 13.3339299 52.5907619, 13.333952 52.5906386)"
secondary,2,yes,50,Oranienburger Straße,yes,,excellent,"LINESTRING (13.333952 52.5906386, 13.3340453 52.5902315, 13.3340553 52.5901342)"
secondary,2,yes,50,Oranienburger Straße,yes,,good,"LINESTRING (13.3333755 52.5931834, 13.3333878 52.5931242)"
primary,2,yes,30,Landsberger Allee,yes,,good,"LINESTRING (13.5299027 52.5380214, 13.5296006 52.5379445)"
primary,2,yes,30,Landsberger Allee,,,good,"LINESTRING (13.530469 52.5380363, 13.5309326 52.5381326)"
primary,2,yes,30,Oranienburger Straße,yes,B 96,excellent,"LINESTRING (13.333058 52.5948447, 13.3330671 52.594799)"
primary,2,yes,30,Oranienburger Straße,yes,B 96,excellent,"LINESTRING (13.3331739 52.5950206, 13.3331333 52.5952614)"
primary,3,yes,30,Oranienburger Straße,yes,B 96,excellent,"LINESTRING (13.3331693 52.5942531, 13.3332484 52.59386)"
primary,2,yes,30,Oranienburger Straße,yes,B 96,excellent,"LINESTRING (13.3331281 52.5944677, 13.3331424 52.5943869)"
secondary,2,yes,50,Wuhletalstraße,,,good,"LINESTRING (13.5695702 52.5608097, 13.569492 52.560813, 13.5694104 52.5608164)"
secondary,2,yes,50,Wuhletalstraße,,,good,"LINESTRING (13.5694104 52.5608164, 13.5693824 52.5608176, 13.5693217 52.5608202, 13.5692646 52.5608226, 13.5692276 52.5608241)"
secondary,2,yes,50,Rathenower Straße,yes,,excellent,"LINESTRING (13.3570963 52.523706, 13.357099 52.5237182, 13.3571208 52.5238153, 13.3571245 52.5238315, 13.3571316 52.5238564)"
secondary,2,yes,50,Rathenower Straße,yes,,excellent,"LINESTRING (13.3571771 52.5240158, 13.3572279 52.5241954)"
secondary,3,yes,50,Alt-Moabit,yes,,excellent,"LINESTRING (13.3584401 52.5234337, 13.3592712 52.5233319)"
secondary,2,yes,50,Invalidenstraße,yes,,,"LINESTRING (13.3592712 52.5233319, 13.3593491 52.5233372, 13.3594107 52.5233414, 13.3594429 52.5233436)"
secondary,2,yes,50,Invalidenstraße,yes,,,"LINESTRING (13.3598577 52.5234522, 13.3599482 52.5234854, 13.360059 52.5235254, 13.3601894 52.5235726)"
secondary,2,yes,50,Seidelstraße,,,good,"LINESTRING (13.2974198 52.5729057, 13.2973165 52.5730233, 13.2965963 52.5738275, 13.2964455 52.5739978, 13.2959953 52.5745031, 13.295832 52.5747027, 13.2955194 52.5751038)"
secondary,2,yes,50,Seidelstraße,yes,,good,"LINESTRING (13.29462 52.5762014, 13.2946773 52.5760929, 13.2947005 52.5760636)"
secondary,2,yes,50,Seidelstraße,yes,,good,"LINESTRING (13.2951044 52.5755617, 13.2951717 52.5754803)"
secondary,3,yes,50,Bernauer Straße,yes,,good,"LINESTRING (13.2934301 52.5758377, 13.2943816 52.5761292)"
secondary,2,yes,50,Bernauer Straße,yes,,good,"LINESTRING (13.293777 52.5760318, 13.2927001 52.5756252)"
secondary,2,yes,50,An der Wuhlheide,yes,,good,"LINESTRING (13.5301093 52.462662, 13.5321983 52.4617458, 13.5323419 52.4616838)"
primary,2,yes,50,Lindauer Allee,yes,B 96,good,"LINESTRING (13.3548552 52.573468, 13.3565513 52.5733385, 13.3568896 52.5733189, 13.3571833 52.5733066, 13.3575616 52.5732993, 13.357708 52.5733002, 13.3587869 52.5732709, 13.3588317 52.573267, 13.3589742 52.5732494)"
primary,1,yes,50,Reinickendorfer Straße,yes,B 96,good,"LINESTRING (13.365848 52.5550731, 13.3658802 52.554904, 13.3659479 52.5545662, 13.3660723 52.5539142, 13.366142 52.5536861, 13.3662331 52.5534768, 13.3662906 52.5533579, 13.3668928 52.5521485)"
primary,2,yes,50,Lindauer Allee,yes,B 96,good,"LINESTRING (13.3527247 52.5736292, 13.3548552 52.573468)"
primary,2,yes,50,Greifswalder Straße,yes,B 2,good,"LINESTRING (13.4273179 52.5310636, 13.4274031 52.5311384, 13.4275238 52.5312445, 13.4275634 52.5312792, 13.4275961 52.5313087, 13.4277323 52.5314291, 13.4277621 52.531454, 13.4281278 52.531759, 13.4282631 52.5318754)"
secondary,,no,50,Konradshöher Straße,,,good,"LINESTRING (13.2519988 52.5995984, 13.2520215 52.5997665, 13.2520312 52.5998177, 13.252047 52.5999007)"
secondary,4,yes,50,Heiligenseestraße,yes,,,"LINESTRING (13.2473178 52.6009581, 13.2469916 52.6010199)"
secondary,4,yes,50,Heiligenseestraße,yes,,,"LINESTRING (13.2472751 52.6008602, 13.2477208 52.6007307, 13.248016 52.6006964)"
secondary,3,yes,50,Hermsdorfer Damm,yes,,good,"LINESTRING (13.285209 52.5953756, 13.2853907 52.595072, 13.2854112 52.5950427, 13.2854286 52.5950214, 13.2854612 52.5949832)"
secondary,2,yes,30,Schnellerstraße,,,good,"LINESTRING (13.5301976 52.452196, 13.5304053 52.4521863, 13.5304673 52.4521839, 13.5305998 52.4521777, 13.5307396 52.4521711, 13.531312 52.4521442)"
secondary,2,yes,50,Saatwinkler Damm,,,good,"LINESTRING (13.2485488 52.547334, 13.2487013 52.5473597, 13.2488606 52.5473761, 13.2490244 52.5473896)"
secondary,3,yes,50,Blumberger Damm,,,good,"LINESTRING (13.5744702 52.5549538, 13.574481 52.5549853, 13.574529 52.5551182)"
primary,3,yes,50,Greifswalder Straße,yes,B 2,good,"LINESTRING (13.4463044 52.5463595, 13.4460003 52.5462178, 13.4455121 52.546001, 13.4448778 52.5457194)"
secondary,2,yes,50,Waltersdorfer Chaussee,yes,,good,"LINESTRING (13.5010262 52.4137005, 13.5012152 52.4135754, 13.5012965 52.4135174, 13.501565 52.413328, 13.5019993 52.4129857, 13.5021483 52.4128586, 13.5023139 52.4127093, 13.5026113 52.4124231, 13.5032018 52.4118509, 13.5033231 52.4117333, 13.5033632 52.4116914, 13.5034219 52.4116337)"
primary,2,yes,50,Dorfstraße,,B 2,excellent,"LINESTRING (13.4827205 52.5728137, 13.4828392 52.5734632, 13.4828768 52.5736811, 13.482887 52.5737401, 13.4829206 52.5739352, 13.482978 52.5742678, 13.4830108 52.5744581)"
secondary,5,yes,50,Messedamm,,,good,"LINESTRING (13.2743251 52.5004971, 13.2742091 52.5004058, 13.2737343 52.5000452, 13.2735397 52.4998976)"
secondary,4,yes,50,Hubertusallee,yes,,,"LINESTRING (13.2852364 52.4940319, 13.2853147 52.4941473)"
secondary,2,yes,50,Mehrower Allee,yes,,intermediate,"LINESTRING (13.5639063 52.5563233, 13.5640578 52.5563071, 13.5641218 52.5562999)"
secondary,2,yes,50,Mehrower Allee,yes,,intermediate,"LINESTRING (13.5641218 52.5562999, 13.5653303 52.556164, 13.566106 52.5560768)"
secondary,2,yes,50,Mehrower Allee,yes,,intermediate,"LINESTRING (13.5664976 52.5561353, 13.56618 52.55617, 13.5658564 52.5562064)"
secondary,2,yes,50,Mehrower Allee,yes,,intermediate,"LINESTRING (13.5658564 52.5562064, 13.5641723 52.5563957)"
secondary,2,yes,50,Mehrower Allee,yes,,intermediate,"LINESTRING (13.5641723 52.5563957, 13.5640898 52.556405, 13.5639353 52.5564224, 13.5636247 52.5564515, 13.5635366 52.5564598)"
secondary,4,yes,50,Buckower Damm,yes,,good,"LINESTRING (13.434676 52.4406776, 13.4346781 52.4406556, 13.4346885 52.440534, 13.4346922 52.4404928, 13.4346907 52.4404354, 13.4346867 52.440369)"
secondary,2,yes,50,Buckower Damm,yes,,,"LINESTRING (13.4349365 52.4280909, 13.4349377 52.4280608, 13.4349474 52.4278684)"
secondary,2,yes,50,Kurfürstenstraße,yes,,,"LINESTRING (13.3457182 52.504093, 13.3450841 52.5042229, 13.3447509 52.5042972, 13.3445533 52.5043437)"
secondary,2,,50,Neue Fahlenbergbrücke,,,,"LINESTRING (13.7035321 52.402744, 13.7044244 52.4024466)"
secondary,2,yes,50,Waltersdorfer Chaussee,yes,,good,"LINESTRING (13.5034219 52.4116337, 13.5034733 52.4115817, 13.5037299 52.4113387, 13.5044964 52.4105799, 13.5046389 52.4104389, 13.5048829 52.4101974, 13.5051595 52.4099237, 13.5052314 52.4098487, 13.5052748 52.4098035, 13.5053359 52.4097398)"
secondary,2,yes,50,Buckower Damm,,,,"LINESTRING (13.4351661 52.426673, 13.4351417 52.4268357, 13.4351254 52.4269904, 13.4351215 52.4270272)"
secondary,2,yes,50,Buckower Damm,,,,"LINESTRING (13.4351984 52.4264053, 13.4351907 52.4264675, 13.4351661 52.426673)"
secondary,2,yes,50,Buckower Damm,yes,,good,"LINESTRING (13.4351215 52.4270272, 13.4351477 52.4271798, 13.4351339 52.4274535, 13.4351308 52.4275158, 13.4351148 52.4278663, 13.4351017 52.4281454, 13.435099 52.4282028, 13.4350968 52.428249, 13.4350951 52.4282951, 13.4350932 52.4283487)"
secondary,2,no,50,Gosener Landstraße,,,good,"LINESTRING (13.703291 52.4028245, 13.7035321 52.402744)"
secondary,3,yes,50,Karolinenstraße,yes,,good,"LINESTRING (13.280266 52.5942494, 13.28027 52.5942461)"
secondary,3,yes,50,Karolinenstraße,yes,,good,"LINESTRING (13.2801158 52.5943729, 13.280266 52.5942494)"
secondary,2,yes,50,Karolinenstraße,yes,,good,"LINESTRING (13.2802114 52.5944848, 13.2799542 52.5946653, 13.279745 52.5947852)"
secondary,2,yes,50,Karolinenstraße,yes,,good,"LINESTRING (13.2803654 52.5943613, 13.2802584 52.5944518, 13.2802114 52.5944848)"
secondary,4,yes,50,Berliner Straße,yes,,good,"LINESTRING (13.2827009 52.5907037, 13.2826553 52.5907527)"
primary,3,yes,50,Am Seegraben,yes,B 96a,good,"LINESTRING (13.539844 52.3968345, 13.5397323 52.396773)"
primary,2,yes,50,Schönfließer Straße,,B 96a,excellent,"LINESTRING (13.3215907 52.6660167, 13.3215264 52.6660804, 13.3214649 52.6661448, 13.3213573 52.6662575)"
secondary,2,yes,50,Heiligenseestraße,yes,,good,"LINESTRING (13.2729929 52.5971469, 13.2730732 52.5971605, 13.2732809 52.5972053, 13.2736552 52.5973362, 13.2740384 52.5974916)"
secondary,2,,50,Mühlenbecker Straße,,L 21,,"LINESTRING (13.3761912 52.6476377, 13.3762352 52.647374, 13.3762964 52.6472701, 13.3763586 52.6471744, 13.3763905 52.6471326, 13.3764471 52.6470641, 13.376481 52.6470347)"
secondary,2,yes,50,Schlesische Straße,,,excellent,"LINESTRING (13.4446037 52.4997086, 13.4444814 52.4997718, 13.4444046 52.4998116, 13.4442013 52.4999168)"
secondary,4,yes,50,Karolinenstraße,,,good,"LINESTRING (13.2768592 52.5966023, 13.2767555 52.596687)"
secondary,1,yes,50,Rummelsburger Landstraße,yes,,excellent,"LINESTRING (13.5075605 52.4750338, 13.5075314 52.47506)"
secondary,2,yes,30,Hauptstraße,,L 21;L 30,intermediate,"LINESTRING (13.3785538 52.6635806, 13.3785197 52.6632316, 13.3785005 52.6630617, 13.3784919 52.6629856, 13.3784641 52.6627594, 13.3784611 52.6627347, 13.378452 52.6626606, 13.3784496 52.6626411, 13.3784394 52.6626082, 13.3784146 52.6625286, 13.3783459 52.6624199, 13.378243 52.6623076)"
secondary,2,yes,50,Heiligenseestraße,,,,"LINESTRING (13.2398391 52.602131, 13.2397399 52.6021689, 13.2395822 52.6022393, 13.2393525 52.6023419)"
secondary,,yes,50,Breitenbachplatz,yes,,,"LINESTRING (13.3074282 52.4662304, 13.3074714 52.466194, 13.3074981 52.4661715)"
secondary,,yes,50,Breitenbachplatz,yes,,,"LINESTRING (13.3073998 52.4662544, 13.307414 52.4662423, 13.3074282 52.4662304)"
secondary,3,yes,50,Lichtenberger Straße,yes,,good,"LINESTRING (13.4284695 52.5192006, 13.4284259 52.5191274)"
secondary,3,yes,50,Lichtenberger Straße,yes,,good,"LINESTRING (13.4286963 52.5190598, 13.4287192 52.5191135)"
secondary,3,yes,50,Lichtenberger Straße,yes,,good,"LINESTRING (13.4280993 52.5179034, 13.4281156 52.5179188, 13.4281446 52.5179463, 13.428195 52.5179848, 13.4282261 52.5180065, 13.4282809 52.518036)"
secondary,2,yes,30,Schildhornstraße,yes,,,"LINESTRING (13.3147395 52.4649202, 13.3148605 52.4648891, 13.3150566 52.4648386)"
secondary,2,yes,50,Schildhornstraße,yes,,,"LINESTRING (13.309457 52.467012, 13.3095687 52.4669553, 13.3095996 52.4669393, 13.3096231 52.4669274)"
secondary,2,yes,50,Breitenbachplatz,yes,,,"LINESTRING (13.3092234 52.4668587, 13.3092926 52.4669006, 13.3093179 52.4669169, 13.3093528 52.4669403, 13.3093776 52.4669573, 13.309457 52.467012)"
secondary,2,yes,50,Breitenbachplatz,yes,,,"LINESTRING (13.3085413 52.4672516, 13.3083725 52.4671608, 13.308262 52.4671013)"
secondary,4,yes,30,Schildhornstraße,,,,"LINESTRING (13.3173742 52.4640198, 13.3175997 52.4639402, 13.3185875 52.4635919)"
secondary,4,yes,30,Schildhornstraße,,,,"LINESTRING (13.3166661 52.4642706, 13.3167664 52.4642355, 13.3169456 52.4641711, 13.3170697 52.4641273)"
secondary,4,yes,30,Schildhornstraße,,,,"LINESTRING (13.3158829 52.4645461, 13.3162216 52.4644261, 13.3163391 52.464385, 13.3164895 52.4643324)"
secondary,4,yes,30,Schildhornstraße,,,,"LINESTRING (13.3170697 52.4641273, 13.3173742 52.4640198)"
secondary,2,yes,50,Hohenzollerndamm,yes,,,"LINESTRING (13.3304968 52.4954023, 13.3302891 52.4953792, 13.3300067 52.49535)"
secondary,2,yes,50,Hohenzollerndamm,yes,,,"LINESTRING (13.3300067 52.49535, 13.3296834 52.4953166)"
primary,4,yes,30,Behrenstraße,,B 5,good,"LINESTRING (13.381221 52.5150888, 13.381253 52.5150951, 13.3812858 52.5151015, 13.3813199 52.5151089, 13.3814877 52.5151408)"
secondary,2,yes,50,Schönefelder Chaussee,no,,good,"LINESTRING (13.5269265 52.4097669, 13.5271996 52.4101885)"
secondary,2,yes,30,Köpenicker Straße,,,good,"LINESTRING (13.5393348 52.4215321, 13.5393465 52.4215995, 13.5393598 52.4216761, 13.539388 52.4217573)"
secondary,2,yes,50,Kurfürstendamm,yes,,excellent,"LINESTRING (13.3138945 52.500822, 13.3134032 52.5007461)"
secondary,2,,50,Dallgower Chaussee,,L 20,excellent,"LINESTRING (13.1181891 52.5115511, 13.1181459 52.5116078, 13.1179402 52.5118813)"
primary,2,yes,30,Dorotheenstraße,,B 2,excellent,"LINESTRING (13.3774029 52.5178693, 13.3774471 52.5178734, 13.3783158 52.5179324)"
secondary,,yes,50,Sandhauser Straße,,,,"LINESTRING (13.2210974 52.5945822, 13.2214266 52.5942682)"
secondary,2,yes,50,Schillerstraße,,,good,"LINESTRING (13.3739087 52.5868052, 13.3741935 52.5867732)"
secondary,2,yes,50,Alt-Moabit,yes,,good,"LINESTRING (13.3595405 52.523493, 13.3594534 52.5235029, 13.3593941 52.5235103, 13.3592784 52.5235233)"
secondary,,yes,50,Onkel-Tom-Straße,,,good,"LINESTRING (13.2525704 52.4472172, 13.252161 52.4480016, 13.2519496 52.4484115)"
secondary,,yes,50,Onkel-Tom-Straße,,,good,"LINESTRING (13.2519496 52.4484115, 13.2518544 52.448596, 13.2518277 52.4486463, 13.2518164 52.4486697, 13.2517943 52.4487125, 13.2517753 52.4487524, 13.2515526 52.449221)"
secondary,2,yes,50,Malteserstraße,yes,,intermediate,"LINESTRING (13.3566418 52.424553, 13.3566761 52.4244826, 13.3567084 52.4244164, 13.3567226 52.4243873, 13.356974 52.4238713, 13.3572341 52.4233375, 13.3573532 52.4231196, 13.357417 52.4230028)"
secondary,3,yes,50,Malteserstraße,yes,,,"LINESTRING (13.3564532 52.42494, 13.3564771 52.4248911, 13.3565973 52.4246444, 13.3566418 52.424553)"
secondary,,yes,50,Flatowallee,yes,,,"LINESTRING (13.2407486 52.5107529, 13.2407817 52.5106762, 13.2412416 52.509514, 13.2412792 52.5094183)"
secondary,2,yes,50,Ruhlebener Straße,yes,,excellent,"LINESTRING (13.1996631 52.5325178, 13.1997644 52.5324823, 13.1999281 52.532418, 13.2000997 52.5323477, 13.2003383 52.5322422)"
secondary,3,yes,50,Nahmitzer Damm,yes,,excellent,"LINESTRING (13.3761054 52.4091259, 13.376307 52.4091476)"
secondary,3,yes,50,Nahmitzer Damm,yes,,good,"LINESTRING (13.3762502 52.4092593, 13.3760568 52.4092348)"
secondary,,yes,50,Neuendorfer Straße,yes,,,"LINESTRING (13.2062755 52.5425505, 13.2060743 52.5425781)"
secondary,2,no,50,,,L 236,intermediate,"LINESTRING (13.6394021 52.668421, 13.6406313 52.6682892, 13.64111 52.6682424, 13.6414193 52.6682193, 13.6417383 52.6682024, 13.6420791 52.6681944, 13.6424773 52.668189, 13.6430513 52.6682006, 13.6433505 52.6682097, 13.6435072 52.6682051, 13.6436344 52.6681977, 13.6437238 52.6681852, 13.6438205 52.668167, 13.643903 52.6681437, 13.6440005 52.6681096, 13.6440934 52.668072, 13.6442088 52.6680169, 13.6444076 52.6679003, 13.6446815 52.6677228, 13.6449939 52.6675339)"
secondary,,,50,In Willmersdorf,,L 236,good,"LINESTRING (13.6761246 52.6634115, 13.6762853 52.6634328, 13.6766154 52.66347, 13.678213 52.6635924, 13.6783065 52.6636, 13.678691 52.663634, 13.6788954 52.6636529)"
secondary,,,50,In Willmersdorf,,L 236,good,"LINESTRING (13.682191 52.6636576, 13.6822243 52.6636533, 13.6827356 52.6635925, 13.6829095 52.6635718)"
secondary,,,50,In Willmersdorf,,L 236,good,"LINESTRING (13.681073 52.6637661, 13.6814635 52.6637397, 13.6816841 52.6637171, 13.682191 52.6636576)"
secondary,,,50,In Willmersdorf,,L 236,good,"LINESTRING (13.6829095 52.6635718, 13.683315 52.6635076, 13.6837194 52.6634395)"
secondary,,,50,In Willmersdorf,,L 236,good,"LINESTRING (13.6837194 52.6634395, 13.6839403 52.6634023, 13.6842121 52.6633567, 13.6845754 52.6633454, 13.6850215 52.6633419, 13.6850766 52.6633417, 13.6851189 52.6633416)"
secondary,2,,50,In Willmersdorf,,L 235,intermediate,"LINESTRING (13.6883301 52.6635404, 13.6883768 52.6635217, 13.6887959 52.6633548)"
secondary,2,no,50,Willmersdorfer Chaussee,,L 235,intermediate,"LINESTRING (13.7195717 52.652371, 13.7201179 52.6522428, 13.720897 52.6520547)"
